date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:02	133034/133034	U--MCZ	200	updated ('OK')	application/octet-stream	etag:%220d11c4a309960f5b2f84a97ac1d0e11c-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:03	133034/133034	U--MCZ	200	updated ('OK')	application/octet-stream	etag:%220d11c4a309960f5b2f84a97ac1d0e11c-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41dd41d.eot	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:03	34390/34390	U--M-Z	200	updated ('OK')	application/octet-stream	etag:%2288e48e8a712b2e3e84cc9ed8ff27d708-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:04	34390/34390	U--M-Z	200	updated ('OK')	application/octet-stream	etag:%2288e48e8a712b2e3e84cc9ed8ff27d708-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot?	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41dd41d.eot	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:04	13600/13600	U-----	200	untouched ('')	font/woff2	etag:%2217531e5d895b28246657b58a85b9893b-ssl%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:04	89824/89824	U--MCZ	200	updated ('OK')	application/font-woff	etag:%22b94d199c976dac5317867c3e9c60728a-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:05	34092/34092	U-----	200	untouched ('')	font/ttf	etag:%2291d35441bc1f4498521afe365f80aae6-ssl%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:07	16800/16800	U--MCZ	200	updated ('OK')	application/font-woff	etag:%22e193e83f68eb0c7e51e27fc1daacc755-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:09	144322/144322	U--MCZ	200	updated ('OK')	image/svg+xml	etag:%22975d372fb19c1227eb73b0d11c0fc31c-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:10	76120/76120	U-----	200	untouched ('')	font/woff2	etag:%22c948cfbd977ff194b98a617de94c4f28-ssl%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:17	194078/194078	U--MCZ	200	updated ('OK')	application/octet-stream	etag:%22e0183c531aafaba9144655871f17ebaf-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:18	193792/193792	U-----	200	untouched ('')	font/ttf	etag:%22ba2975209ee40ec23fc28a9b9d8004b6-ssl%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:19	194078/194078	U--MCZ	200	updated ('OK')	application/octet-stream	etag:%22e0183c531aafaba9144655871f17ebaf-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41d.eot?	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41dd41d.eot	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:19	99004/99004	U--MCZ	200	updated ('OK')	application/font-woff	etag:%22e74ec33165ad6ef04e0e13d2037075bf-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:20	715890/715890	U--MCZ	200	updated ('OK')	image/svg+xml	etag:%22ee3d89be8813105bdd08997c846752c2-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
17:42:22	849240/849240	U--MCZ	200	updated ('OK')	image/svg+xml	etag:%2291b6742c38a3116142ea467c2c40d761-ssl-df%22	https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Personal%20Website/www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	(from https://www.rijorajan.website/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
